Name,Comment,Time,Likes,Reply Count
Kang Herland Tea,"Innova sudah FWD apakah Rush, Fortuner bakal jadi FWD juga?",2022-11-22T08:04:02Z,0,0
Mirza Ariesta,setuju banget &quot;kurang kijang&quot;,2022-11-22T08:01:54Z,0,0
のび太,My bilek innova zenix udh rilis: bapakkkk beli mobil baru pak,2022-11-22T07:57:56Z,0,0
Naufal Zaky,sholawatin bareng bareng yuk,2022-11-22T07:57:43Z,0,0
MasFajri Official,"Ketika Rush, Veloz dan land cruiser di mix..jadilah innova zenix",2022-11-22T07:57:10Z,1,0
M Azhar Gunawan Ridwan,Apakah Ciri Khas  starter Innova akan hilang,2022-11-22T07:54:46Z,0,0
Aswari Iswandi,Tampak depan sekilas kyk ertiga,2022-11-22T07:53:51Z,0,0
Neti zen,MEWAH BANGETT KACAU DAH INNOVA MENYASAR KAUM ELIT,2022-11-22T07:53:30Z,0,1
Abang Ren,"Well at least skrg fitur nya sdh sebanding dgn harga nya, ga seperti generasi sblm nya.",2022-11-22T07:53:25Z,0,0
KudanilTerbang,"Cantiknya, kapan y",2022-11-22T07:51:25Z,0,0
Hadri Pkm Lamunti,Dari fitur dan sebagi nya bisa mengalahi saudara kaka nya fortoner,2022-11-22T07:50:39Z,0,0
Semar mesem reef,Gasssss cumi darat berevolusi menjadi belut listik ❤,2022-11-22T07:50:36Z,0,0
GO'AM TV,Tinggal mnunggu waktu rush &amp; terios<br>Akan mnjdi fwd,2022-11-22T07:46:24Z,0,0
usman fauzi,"Saya suka,tpi ngk sanggup beli,saya bersyukur masih memiliki Xenia 2016,",2022-11-22T07:45:08Z,0,0
Wisnu Rianto,Ini mobil harus nya all new rush 😂,2022-11-22T07:45:02Z,0,0
Arif Syam,"Dr kmren pgn liat review zenix oleh om fitra, hr ini bru sempet, dan wow mmg soal review mobil om fitra paling jos gandos hehe.. <br>Btw innova zenix luar biasa keren, jd mupeng tp syg cm mimpi bisa milikin nya wkwk",2022-11-22T07:43:57Z,1,0
umar ismail80,"6.29 jelas ya om Fitra bilang Ladder Frame sdh terbilang KUNO 🤣🤣<br>Akhirnya Kijang Inova pake FWD menyusul Avanza,  dulu dibanggain ama netizen karena RWD, akhirnya mengikuti perkembangan jaman dan teknologi,  bukan mengikuti maunya netizen yg cuma komentar tapi gak beli 😅😅",2022-11-22T07:43:30Z,0,0
Frans gaming,"Skip tarik depan , tarik belakang lebih Joss apa lagi disel",2022-11-22T07:41:18Z,0,0
Text Lagu,Dengan adanya penjelasan yang sangat jelas dan detail tentang innova Zenix ini makin kuat keinginan untuk beli Honda Supra 125,2022-11-22T07:41:17Z,3,0
Saputra,"Mantap om jelasin nya mudah di pahami  tapi mobil idaman saya masih sedan eropa, semangat nabung buat mobil impian",2022-11-22T07:39:05Z,1,0
Ibnu Hartoyo,"Nikmati dulu reborn barunya, baru meminang zenix",2022-11-22T07:38:56Z,0,0
DASKO TV,Dari belakang terlihat seperti toyota rush,2022-11-22T07:37:53Z,0,0
andi setiyawan,"Wajar  sih 600 jt lebih,  bnyak fitur dan canggih mesinya.",2022-11-22T07:37:30Z,1,0
Didik Aden,Coba di gabungin exterior reborn dgn interior yg ini..pasti auto jatuh cinta 😍,2022-11-22T07:36:23Z,6,1
Youtube Aja,Command open dorr<br>&quot;Buka tong ..! &quot;,2022-11-22T07:35:13Z,0,0
muhammad ilham,Si mike lewat😂,2022-11-22T07:35:06Z,0,0
CV.FT29,Wkwkwk jadi FWd🤣🤣🤣Bengsinn...,2022-11-22T07:33:09Z,0,0
Youtube Aja,Ganteng,2022-11-22T07:32:48Z,0,0
Angga Wijaya,Belakangnya mirip xpander sama pajero sport dulu,2022-11-22T07:31:33Z,0,0
Darwin Tjendra,Terima kasih Wuling,2022-11-22T07:31:07Z,0,0
Top Gun,Di tunggu bgt versi full EV krn itu ultimate green car,2022-11-22T07:29:20Z,1,0
Umar Rivaldy Pulukadang,"Halo om fitra, atau mungkin para netizen lain. Saya beberapa bulan lalu baru ngambil corolla cross hybrid nih. Tapi pas liat innova zenix modellista, cukup jatuh hati. Kalo pun rencana ngambil, ambil zenix v hybrid.<br><br>Kira2 worthed nggk ya saya trade in corolla cross hybrid ama inova zenix modelista V hybrid? 😅",2022-11-22T07:28:57Z,1,0
Siraja Munira 03,bismillah semoga saja dapat kendaraan yang baik dan fungsional untuk sehari hari dan turing kemana saja. mau di jalan rusak becek perkotaan atau kampung libas semua... dan yang penting harga sperpat dan Transmisi lebih baik sperti pada umumnya... berharap bisa lebih baik dan mencukupi bagi konsumen <br>mau itu toyota Daihatsu mazda suzuki nisan dan brand lainnya yang jelas terbukti lebih baik untuk kedepannya. berharap saja lebih baik,2022-11-22T07:26:27Z,0,0
AHADO TV,Kekurangan nya di layar android sangat besar . Sehingga sewaktu berkendara sangat fokus ke layar androi,2022-11-22T07:23:37Z,0,0
Deni Rengt,"Keren kali zenix..,",2022-11-22T07:23:22Z,0,0
Abang edo,Kapanpun generasinya jgn hilangkan &quot;Kijang&quot; karna itulah soulnya.. tidak mati seperti temennya Panther 👍,2022-11-22T07:22:58Z,4,1
Titin Novianti,Harganya Stngah M lebihh mending Wuling Yaa ngeliat nya lbh Murahh n Canggihh Yaa,2022-11-22T07:19:11Z,0,1
gorbacev 85,Harga second Inova diesel auto naik 🗿,2022-11-22T07:17:31Z,0,0
BIXEL CHANNEL,Harga mesti melambung 😁,2022-11-22T07:16:43Z,0,0
Andre Irsy,Putus sudah generasi cumi darat,2022-11-22T07:15:09Z,0,0
Firman Setiawan,"Melihat review innova zenix, jadi semakin sayang dengan mobil saya grand innova diesel matic 2015, torsi besar mantap segala medan",2022-11-22T07:14:42Z,0,1
mendengarkan_angin,zenik nebeng nama kijang 😸,2022-11-22T07:12:05Z,0,0
Bencana Alam,"Bakalan laris manis kaya kacang, apalagi brand sekelas toyota orang indo kalau belum beli toyota belum afdol katanya 😁",2022-11-22T07:09:09Z,0,0
Jodha Sakti,Apakah pajak hybrid sama dengan full electric,2022-11-22T07:06:52Z,0,1
Heldhi Yonathan,"Good job otodriver, sgt pro, dgn persiapan timing pendek, informasinya tersampaikan bagus.<br>Untuk bahan next video @Fitra Eri<br>1. Tolong buat video komparasi head to head lgs dgn Innova Reborn Venturer Diesel , terutama drag race , kec 0-100, konsumsi BBM kehematan <b>dalam rupiah uang</b> Pertadex /minim Dexlite VS Pertamax Zenix .<br>2. Garansi motor listrik Toyota berapa tahun ? / berapa km ? Ada degradasi/penurunan motor listrik setelah pemakaian berapa tahun ?Jika owner beli part all baru motor listrik nya berapa rupiah ? Karena yg saya dengar di Camry <b>Hybrid</b> part motor listriknya Up 250 jt (maaf jika salah). <br>3. Hitung2an uang perawatan yg di habiskan Reborn Diesel VS Zenix setelah 7 thn, lebih hemat mana ? Terutama jika harus beli baru motor listrik setelah masa garansi nya habis. Karena ini juga jadi patokan utk owner yg beli baru dari dealer kelak utk hitung2an harga jual bekas dan sebagai patokan pembeli mobil second utk estimasi harga terutama jika motor listriknya harus beli baru.<br>3. Tolong komparasikan head to head dengan Santa Fe Diesel type tertinggi secara ada kemiripan :dimensi, harga, monokok, fitur2<br><br>Terakhir @<a href=""http://toyota.id/"">Toyota.id.</a>.ini bukan <b>Kijang</b> ...ini Innova Zenix.Titik.",2022-11-22T07:06:05Z,3,1
17_154_ramadhana prayoga,Percayala untuk diesel pasti keluar lgi,2022-11-22T07:05:45Z,0,0
TOKOBOS,Penumpang baris ketiga dikorbankan,2022-11-22T07:05:39Z,0,0
Al El Gaming,Bismillah. Semoga bisa kebeli. Aamiin,2022-11-22T07:05:21Z,0,0
AKIK BATU PERMATA 4.0,❤️❤️❤️ besok beli🤣🤣🤣🤣🤣👍👍👍,2022-11-22T07:04:59Z,0,0
ir.mayuli Gagah,kok ga ada versi bensin + turbo sih?,2022-11-22T07:03:29Z,0,0
Firman Setiawan,"Sy pake grand innova diesel matic 2015, mantep bgt, gak perlu terlalu canggih, terlalu banyak fitur2 electric malah bingung dan ribet",2022-11-22T07:01:36Z,1,0
O'KADA FLIX,"Maaf, kami suka penggerak belakang😂",2022-11-22T07:01:04Z,0,0
The Kyicks,Tipe G dan V dapat downgrade di Airbag. Dulu di Reborn 3. Skrg malah jadi 2. Heran. Kenapa ga smua variant 6 airbag? Harusnya sudah standard 6 airbags itu,2022-11-22T07:00:39Z,0,0
Safwan S.E,new avanza + rush + expander = inova zenix 😅😅😅,2022-11-22T07:00:23Z,0,0
Johan Prikurdiana,Gak kebayang harga innova old sampai venturer bahkan yg diesel harga second nya pasti gila2an naiknya ....hahahaha,2022-11-22T07:00:20Z,1,0
JOGO TIRTO,"Gakbcocok untuk di kampung, enak penggerak belakang,  di kampung rata rata penggerak belakang.  Inova baru rapuh",2022-11-22T07:00:10Z,0,0
Moms Arizara,Om Fitra... Saya belum mampu beli kijang gen 1... Kok om Fitra sudah review kijang gen 7...,2022-11-22T06:55:25Z,0,0
Hari Satria Bismar,"Sesuai harganya,wak...itupun kemahalan kalo 600 jt...fitur masa kini yg mmg perlu..semoga suspensi makin nyaman...dan ini desain nya serius bukan spt reborn yg kurang menarik dan desain tidak serius",2022-11-22T06:54:37Z,0,0
Hasiaan Pasaribu,Saya lebih suka mesin diesel,2022-11-22T06:54:34Z,0,0
purahermansyah hermansyah,Kok belakng bisa perpanduan sma rush ya,2022-11-22T06:54:33Z,0,0
Kusnadi Setiawan,"Samping veloz ,  belakang  all new rush . Depan ........ tolong di isi  ya . Mirip apa bagian depan nya.",2022-11-22T06:54:32Z,0,0
Tarigan,Keren sih Zenix ini tp blm bisa berpaling dr asap hitam Ventur,2022-11-22T06:53:59Z,0,0
ACAK BANGET,Zenix lawan CRV,2022-11-22T06:52:35Z,0,0
Sucay Pelat Bo Ong,zenix Q tak perlu alphard lagi,2022-11-22T06:52:30Z,0,0
Joyo Kusumo,kaum pertalite cuma bisa nyimak,2022-11-22T06:52:08Z,0,0
Gayuh Wicaksono,Maksudya bantingan terasa dewasa itu gimna mas fitra???  Apakah sebentar dipakai akan cepat terasa tua apa gmn???,2022-11-22T06:50:16Z,0,0
Prasetyo Kurniawan,Perfect banget ni mobil.. Dari dulu kijang memang yang terbaik.,2022-11-22T06:47:36Z,1,0
Feizal Maulana,bye bye innova cumi cumiii,2022-11-22T06:47:33Z,0,0
Feizal Maulana,apakah diesel antusias kecewa karena gaada varian diesel ?,2022-11-22T06:46:01Z,0,0
Yuma Widi,"kijang+penggerak depan (FWD), sebuah kombinasi &quot;AMPAS&quot; untuk sebuah ketangguhan. Kemampuan jelajahnya udah pasti mandul. Aduuuuh... serius toyota, kualitasmu sbg pabrikan udah jauh diatas yg lain, bahkan sekelas jerman sekalipun. Kenapa sekarang jadi ikut-ikutan yg laen?😤😤😤",2022-11-22T06:42:55Z,0,0
1988 _,Kijang memang tiada duanya,2022-11-22T06:41:53Z,3,0
Ilham Karunia,Kijang udah berevolusi jadi Autobot,2022-11-22T06:39:45Z,0,0
Imam Sayuti Mr X,"Nanggung banget hanya HV, knp gak lamgsung full EV sesuai dengan target presiden bebas emisi",2022-11-22T06:37:29Z,0,0
Habibi,"Allahumma solli ala sayyidina muhammad, semoga saya dan teman2 disini bisa kebeli mobil ini dalam waktu dekat🤲",2022-11-22T06:37:28Z,0,0
bagus subali,Harga gak masuk akal...kemahalan...tetep aja mobil china lebih murah...,2022-11-22T06:34:39Z,0,1
Sigit Indrawartono,Mau mesin apapun.. akhirnya kijang innova zenix punya SUNROOF 😍😍😍👍👍👍 hanya itu yg bikin mewaah menurut gw 🙏,2022-11-22T06:33:47Z,5,1
Nara TV & News,semoga semua viewers dan subscriber yang menonton video ini diberikan kemudahan dan  rezeki yang melimpah utk membeli Kijang Zenix ini.Aaaamin,2022-11-22T06:33:36Z,0,0
Tùng Nguyễn,Fortuner mà có thiết kế nội thất như này thì bán tốt,2022-11-22T06:33:13Z,0,0
bagus subali,"Namanya ini yg jd pertanyaan....TOYOTA KIJANG INNOVA ZENIX Q, V, dll...??? Aneh kan nama koq panjang kayak gini...tiap generasi baru tambah nama...",2022-11-22T06:32:52Z,0,1
Hana Seila,Mirip model Sorento 2013...,2022-11-22T06:31:03Z,0,0
Bapak Deni,Kurang suka,2022-11-22T06:30:43Z,0,0
Finaldi R,KELEWATAN MAHAL TEPAT NYA 😂,2022-11-22T06:29:27Z,0,1
Shodikhul Fulqin,Menurutsaya body kijangnya sudah hilang ganti mirip xpander terutama bagian belakang,2022-11-22T06:29:23Z,0,0
saidih alfakir,Skip satu om @fitra buat saya🤭🤗,2022-11-22T06:29:17Z,0,0
Ja Gung,Laris banget ini pasti,2022-11-22T06:28:30Z,0,0
Mancing Tipis-tipis,"Gk sabar nunggu review tes drivenya,,pengen tau klo buat di ajak nanjak sanggup gk,karna yg saya tau kijang itu adalah mobil di segala medan,,suses terum Om Fitra,,semoga nambah terus subscribers nya...",2022-11-22T06:25:13Z,0,1
Adadeh Mautauaja,Akhirnya saya bisa ikutan indent...... <br><br><br><br><br><br><br><br><br><br><br><br><br><br>Honda beat,2022-11-22T06:25:04Z,0,0
Soni Tambunan,"Harga mobil hampir sama dengan di Amerika, tapi ekonomi jauh beda. Belajarlah dari Thailand dan India.",2022-11-22T06:24:07Z,1,1
Amal Faruqi,Gk ganteng tanpa diesel,2022-11-22T06:23:36Z,1,0
gede sudiasa,Sun Rooof nya belum dikupas detail,2022-11-22T06:23:33Z,0,0
Rafif Taqiyuddin,Belakang nya malah mirip rush,2022-11-22T06:22:52Z,0,0
Doni Radja,"Berterima kasih lah pada Wuling… yg telah memberikan standard lebih tinggi utk sebuah kemewahan …<br>Krn kalau tidak entah sampai generasi ke berapa para pencinta “T” khususnya kijang baru diberi sebuah mobil yg mewah dgn fitur2 yg Canggih . Langkah baik dr ATPM Jepang agar tidak ditinggal oleh konsumennya, dgn hanya mengandalkan nama besar dan jaringan purna jual sj. Lihat sj Honda dgn WRV nya tidak lg jual mahal dgn produknya dgn fitur yg terbilang canggih. Dan ATPM Jepang saat ini harus hati2 dgn produk “ MoLis”, Korea dan China sdh lbh Didpn utk saat ini. Kalau tidak berinovasi maka akan tenggelam dibisnis otomotif yg bergerak begitu cepat.",2022-11-22T06:21:06Z,1,0
Susi Sila,"No manual, fwd, no solar, orang gunung sampaikan selemat tinggal buat innova :(",2022-11-22T06:20:10Z,1,0
Satrio Nugroho,"Mirip veloz yg baru sekarang hehe , baby innova ny di velozz mirip banget hahaha",2022-11-22T06:19:17Z,0,0
Firman Jay,"Sayang sekali desain eksterior ny terlalu bar bar, tidak mengedepankan keindahan atau estetika sama sekali, ini sudah tahun 2022, tapi desain masih jadul, rasanya toyota terlalu banyak membuang waktu.",2022-11-22T06:17:33Z,1,0
Orang Conslet,Bikin Galau yg Mao Beli Santa Fe Bensin sama Inova Zenix sebenarnya 2nya gw kurang suka gw suka modelnya surento tapi harganya gak masuk. Kalo CR-V masih terasa sempit. Inova punya banyak keunggulan begitu juga Santafe.,2022-11-22T06:16:58Z,0,0
natanaelbim,kaki2 pake apa om? macpherson strut kah?,2022-11-22T06:15:13Z,0,0
NASACHANNEL,Mantap bang,2022-11-22T06:14:35Z,0,0
Rival Andani,"Kijang merupakan salah satu mobil yang sudah legendaris di Indonesia, mulai dari zaman Pic up, hingga mobil keluarga yang sudah dilengkapi sunroof (Zenix), perubahan pada kijang saat ini sangat keren dan tentunya makin canggih sehingga peminat Kijang makin disukai, dan cocok buat untuk keluarga.<br><br>Namun sayangnya yang saya kurang suka fitur kijang ini adalah sekarang sistim penggeraknya FWD, menurut saya kurang cocok buat jalan pedesaan yang ada tanjakannya, karena bisa nge spin jika muatanya penuh, ya walaupun masalah hanya itu tetapi rasa kecewa tersebut sudah ternobati dengan kehadiran sistim hybrid membuat konsumsi bahan bakar jadi lebih irit ketimbang Kijang lama bahkan varian diesel pula, dan varian non hybrid juga tidak kalah iritnya karena udah berpenggerak FWD yang klaim lebih irit ketimbang RWD.<br><br>Jadi dengan hadirnya Kijang Innova Zenix menjadi perubahan yang sangat hebat sekali, tentunya makin dicintai pencinta Kijang sebagai mobil keluarga yang canggih dengan harga yang kompetitif, semoga kedepanya kijang menjadi makin maju lagi dan bisa menciptakan mobil keluarga yang sangat hebat dan canggih, apalagi bakalan ada mobil Kijang varian listrik.",2022-11-22T06:14:24Z,4,2
Agungsantoso Santoso,"Dulu kijang dibilang mobil yg merakyat, sekarang udah naik pangkat jadi mobil orang kelas atas, terus diganti oleh avanza sama xenia mobil merakyatnya, ehh tapi avanza sama xenia juga udah mulai naik kasta, apakah lcgc yg ada sekarang juga akan naik kasta seperti pedahulunya?",2022-11-22T06:12:10Z,0,0
fahmi zakaria,peh ndiak masok. apik grand innova 2012 whahaa,2022-11-22T06:10:48Z,0,0
Gabriel Mario,Semua karena X-Pander. Model belakang mobil sekarang rata2 seperti X- Pander,2022-11-22T06:10:13Z,0,0
Andik Nurdianto,Semua akan monochoque pada waktunya,2022-11-22T06:08:38Z,0,0
nanda febrian,Biasanya orang beli diesel torsi nya besar bensin nya hemat 🤭🤣,2022-11-22T06:05:34Z,0,0
Andik Nurdianto,Semua akan monochoque pada waktunya,2022-11-22T06:05:10Z,0,0
zenal arifin,Lampu nya ko mirip seperti crv ya,2022-11-22T06:03:15Z,0,0
mar puah,"Trmksh atas info nya. Semakin yakin untuk memilihmu. Bismillah smg diberi kesempatan, untuk memiliki nya. Aamiin2 YRA",2022-11-22T06:02:42Z,0,0
mawlaya,"eksterior fortuner, interior zenix😍",2022-11-22T06:02:06Z,1,0
Dicky Riyanto,"Kayak nya ini mobil kijang innova zenix perpaduan antara mobil land cruiser, rush, dan avanza",2022-11-22T06:01:59Z,1,0
Doni Done,Adzan om adzan . . .,2022-11-22T06:01:28Z,0,0
Bayu Wicaksono,Penggerak depan ga ada diesel<br>Yakin ini kijang 🤦‍♂️,2022-11-22T06:00:57Z,0,0
maxwel channel,"Sy msh setia meminang innova Diesel lawas sy handal dan bandel,,sdh teruji sy pake 14 tahun, ,no rewel&quot; No mogok&quot;.Gk tertarik sama sekali sama model zenix.. 😀",2022-11-22T06:00:21Z,0,0
Metta Y.,"kalau sudah FWD dan monokok, pasti lebih nyaman daripada ladderframe.",2022-11-22T06:00:12Z,0,0
Adhitya perdana,Gak solar <br>Gak sangar😁,2022-11-22T06:00:02Z,2,0
Hikmah Qalbu,Mobil impian. Reviewnha positif semua. Semoga kita dimampukan untuk membelinya secara cash. Aamiin...,2022-11-22T05:59:40Z,1,0
Rahmat Saleh,Lagi Nunggu yang Tukang Bully Toyota.. Senggol MotoMobi.. Dan Om Mobi Nya sekalian.. 🤣🤣🤣mana nih manusia bertopeng.. Senggol juga Mas Ridwan Hanif.. 🤣🤣,2022-11-22T05:56:57Z,0,0
Risyad Hakim,Good job Wuling.. karena kamu Toyota bangun dan gak malas-malasan lagi ngasih konsumen fitur baru. Gini dong Toyota dari dulu. Ini baru pertama kalinya saya pingin Inova,2022-11-22T05:56:35Z,47,6
Henricus,berisik pas om Adit ngomong....semobil rebutan review?,2022-11-22T05:56:03Z,1,1
Yusuf Faisal Kurnianto,keren banget sih ini mobil,2022-11-22T05:56:02Z,0,0
GLOBAL INTI FIBERTECH,Dulu di pilih karena saat tanjakan gak nguser nguser karena penggerak roda belakang...kalau yg sekarang ..😁😁😁 bakalan sama dgn mobil lain penggerak roda depan...yaitu nguser dan ngesot saat nanjak..😭😭😭,2022-11-22T05:55:32Z,1,1
AR PROJECT,Kijang Kesetrum⚡️⚡️⚡️ bukan sih ?? 😁,2022-11-22T05:55:08Z,0,0
Soft but Sure,Penggerak depan...masih powerful ga tu buat tanjakan 🙂,2022-11-22T05:54:46Z,0,0
maxwel channel,Sayang nya kijang all new tidak megeluarkan varian Diesel lg.🙃,2022-11-22T05:54:40Z,0,1
Botol Kaca,Bye bye mobil proyek 😢,2022-11-22T05:53:44Z,0,0
Keong Kuk,"Semoga kami bisa membelinya, ini yang ditunggu. Aamiin..🤲🤲",2022-11-22T05:53:22Z,1,0
Hadyana Allam,Innova makin gaada lawan,2022-11-22T05:53:18Z,0,0
17 - 117 Patra Hasugian,bakal compare zenix dan WRV gak yaaaaa,2022-11-22T05:53:05Z,0,0
Martunas Turnip,Type terendah masih bakal jd mobil travel lintas sumut kayaknya,2022-11-22T05:52:47Z,0,0
xhunter onename,Leader frame lebih kokoh penggerak belakang lebih efisien di daerah ekstreme,2022-11-22T05:52:30Z,0,7
didik khasbiyanto,"Sudah kebayang enaknya naik zenix dari review team otodriver, actual memang sasis monokok vs ladder frame harus diakui nyaman monokok, alhamdulillah bisa merasakan upgrade sasis TNGA di new veloz istri, tapi mobil perang tetap 2KD VNT 😁😁",2022-11-22T05:52:21Z,0,0
didik khasbiyanto,"Sudah kebayang enaknya naik zenix dari review team otodriver, actual memang sasis monokok vs ladder frame harus diakui nyaman monokok, alhamdulillah bisa merasakan upgrade sasis TNGA di new veloz istri, tapi mobil perang tetap 2KD VNT 😁😁",2022-11-22T05:52:10Z,1,0
didik khasbiyanto,"Sudah kebayang enaknya naik zenix dari review team otodriver, actual memang sasis monokok vs ladder frame harus diakui nyaman monokok, alhamdulillah bisa merasakan upgrade sasis TNGA di new veloz istri, tapi mobil perang tetap 2KD VNT 😁😁",2022-11-22T05:51:56Z,1,0
Antony Tri Susanto Itran,Kayaknya menarik nih,2022-11-22T05:50:15Z,0,0
ikhsan widyanata,"dengan channel sebesar ini, mungkin sudah diperlukan alat2 shooting yg lbh lengkap, karena cahaya matahari yg sangat keras cukup mengganggu. cmiiw",2022-11-22T05:49:36Z,0,0
Jack Sam,"Ketika china masuk, jepang masih santuy... kini giliran korea mulai gila²an dimari, jepang mulai berubah.",2022-11-22T05:47:25Z,0,0
Ibrahim A A,Kayaknya kurang laku di pasaran pulau Sulawesi 🤔<br>Karena penggerak roda depan 😔,2022-11-22T05:45:06Z,0,0
ecep heri nurfatoni,20 km per liter luaaar biasaaaaa,2022-11-22T05:44:48Z,0,0
eddy handoko,"Jepang2an sekarang sudah tidak pelit,<br>Thank&#39;s to wuling 😁",2022-11-22T05:44:16Z,0,0
Tedjo Setyo Nugroho,Mainan baru untuk para mekanik otomotif,2022-11-22T05:42:48Z,0,0
AL EL TECH,Whatt?? FWD,2022-11-22T05:42:46Z,0,0
AL EL TECH,"Kok serasa hilang aura innova nya ya, gegara spek2 nya mirip SUV ,. Blkang kyak xpander",2022-11-22T05:41:57Z,0,0
Tujuh Enam,Waduh 400 an y ..bukan kelasnya sih...tp smga ad rejeki nomplok....Toyota is the best deh ..buat om Eri ..luar biasa ...review nya sangat menarik,2022-11-22T05:41:53Z,0,0
Amoy Setiyawan,Semoga ada epic journey nya ke mandalika,2022-11-22T05:41:50Z,0,0
Arief Arief,Mahal....coy,2022-11-22T05:40:41Z,0,0
piki g,"Bye bye cumi darat, you&#39;ll be missed",2022-11-22T05:38:19Z,0,0
Budi Hari Sulaksono,hobi adit pelihara kuku ya?,2022-11-22T05:35:54Z,0,0
Jan Silalahi,menunggu VENTURER ZENIX,2022-11-22T05:35:45Z,0,0
Yılmaz Dwi Emiroğlu,"Tipe nanggung, buat tipe non tss aje tetep ga di kasih cruise control biasa (udah menjadi tradisi kebiasaan astrod toyota(only in Indonesia dari g ampe v ga di kasih fitur yg harusnya penting buat perjalanan jauh), ga ada manual nya padahal Innova reborn mau bensin apa diesel pasti ada yg beli manualnya kok malah ga ada di sini padahal manual juga lebih murah perawatan nya daripada cvt, terus mobil ini letak kijang nya cuman di spion nya aje yg pernah di pake di reborn sisa nya ga ada letak kemana kijang nya, nih mobil malahan mirip ke tiga mobil ini(highlander, sequoia, ama terios/rush)<br><br><br><br>Tapi tetep aje calon sultan tetep beli nih kijang tapi ga buat travel kalimantan(karena fwd) (yang Innova Innova aja)🤓🤓🤓",2022-11-22T05:33:40Z,0,0
Dimas Hanka,"Nah... ini, ini, udah ini nih, yang ini, fix",2022-11-22T05:33:31Z,0,0
Dedi Suparman,"Dp 10jt ,angsuran 650rb/bln langsung kontek presiden pasti di acc",2022-11-22T05:31:43Z,1,0
wishnu,"keren dan suka. Semoga bisa beli mobil ini cash tahun ini, aamiin",2022-11-22T05:31:30Z,0,0
Rahmad Juniyanto,"org indoneisa keknya udah pada kaya-kaya , harga kijang udah sampe 600jt 😭😭😭😭",2022-11-22T05:29:16Z,0,0
Docang,"Kita lihat, jika inova ini laku keras artinya orang indo perekonomianya sudah bagus. Jadi pengen",2022-11-22T05:28:12Z,1,0
Dzakki Fauzaan,"Perasaan gua atau memang iya, belakangnya mirip DFSK ???",2022-11-22T05:26:50Z,0,0
RC NUB,Sholawatin aja dulu siapa tau bisa beli. Wkwkwkwk aminin gaes support nya dalam bentuk amin aja gpp,2022-11-22T05:26:50Z,0,0
Alreadyfine,"Bang, 1-2 tahun lagi, zenix diesel muncul.. 😁",2022-11-22T05:25:41Z,0,0
Winoto Sumberlawang,Mau tanya kak kursi barisan ke 2 pa cm buat 2 orang,2022-11-22T05:24:36Z,0,0
Sugiono Tani,Coba pakai full elektrik pasti keren,2022-11-22T05:23:34Z,0,0
Muhammad Nasir,"Sangat disayangkan versi diesel dan versi manual sudah hilang, demikian pula dengan sistem penggerak roda belakang sudah tidak ada lagi 😑",2022-11-22T05:23:24Z,0,0
Reeky Efriady,Keknya gk cocok lagi buat travel 😅,2022-11-22T05:23:19Z,0,0
Fahri Ahong,Alhamdulillah masih asik pakai kijang Rover 87...kijang tiada dua nya ..,2022-11-22T05:23:11Z,0,0
oi_ ir,Makin ringan padahal bodi tambah bongsor...bodinya pasti lbh tipis🫣,2022-11-22T05:22:27Z,0,0
Bachtiar Sv,Lu lah udh plg aj Om fitra dr umroh br mau aku samperin ke makkah....,2022-11-22T05:21:23Z,0,0
Infinix Jambi,Zainab maradin almarhum keluarga Yati piatu banyak diperhatikan orang suaranya bagus dan sampai sekarang Zainab belum nikmatin gadilsuaranya sendiri musik yang makan hasil suara nya kalau bos yang kasih Zainab dgn iklas Zainab mau ambilnya isyah Allah Zainab doakan terus minta Idak sedang kan hasil suar sendiri musik yang majandis tidak ada suara dimusik Zainab hanya dimmammpaakandibust photo hasi suar Zainab disadap diambil musik semuanya sudah ampir duapuluh tahun,2022-11-22T05:20:58Z,0,0
Has in,Riview terlalu muji2 seakan2 mobil paling lengkap padahal cuma dapat vitur kayak itu duang harga 600jt lebih.ya wajar la supaya dpt tes drever pertama,2022-11-22T05:20:57Z,0,0
Ilham Putra,"Mungkin akan ada Epic Journey dari Om Fitra, Om Mobi, dan Mas Ridwan Hanif dengan &quot;Kijang&quot; Innova Zenix. Semoga aja ada..",2022-11-22T05:20:47Z,0,0
wisnu dewanto,"design depannya oke, belakangnya duuuuh rush yg kelasnya dibawah kurang oke hahha",2022-11-22T05:20:42Z,0,0
Store Music,Bissmillah,2022-11-22T05:19:54Z,0,0
brenden,Tetep disel venturer no 1. simpel mewah merakyat  racing ok gahar..,2022-11-22T05:19:51Z,0,0
Z2 Official,"Saya rencananya mau beli yang type Q, ini uang nya uda terkumpul 2.5jt",2022-11-22T05:19:38Z,0,0
Caesar Tristan Suseno,Kami suka diesel,2022-11-22T05:19:23Z,0,0
Rully Prasetyo,Masih menunggu full review bung fitra,2022-11-22T05:19:17Z,1,0
Comfort Production,baru rilis udh kena hujat aja,2022-11-22T05:19:14Z,0,0
JaGo Bang,Sayang fwd🙁🙁,2022-11-22T05:18:36Z,0,0
Ramuan Herbal Hiv Aids dan Segala Penyakit Kronis,Saya beli...,2022-11-22T05:17:56Z,1,0
Narto Sudarno,tidak bisa cumi2 dan swing stututu lagi🗿,2022-11-22T05:17:08Z,0,0
Autoclub Indonesia,"Selamat yg beli inova diesel, harganya bakal ga turun2",2022-11-22T05:16:39Z,0,0
